Hospital_ID,Region_ID,District_ID,Instrument_ID,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Year Total
Hospital 1090,Region 1,District 50,Instrument 6,0,0,0,0,0,0,82,0,0,0,0,0,82
Hospital 1090,Region 1,District 50,Instrument 7,0,0,0,0,0,0,0,106,0,0,0,0,106
Hospital 1090,Region 1,District 6,Instrument 2,0,0,0,0,8855,8646,7386,9493,9989,9081,9448,7962,70860
Hospital 1090,Region 1,District 7,Instrument 2,1002,1006,1007,1332,1076,1122,1100,1020,1165,1147,1104,1110,13191
Hospital 1090,Region 1,District 8,Instrument 1,71,62,90,79,74,0,0,0,0,0,0,0,376
Hospital 1090,Region 1,District 8,Instrument 2,504,442,644,562,531,726,767,1977,2224,2118,2296,2461,15252
Hospital 1091,Region 5,District 12,Instrument 2,421,352,369,462,368,342,376,364,297,1622,408,568,5949
Hospital 1091,Region 5,District 13,Instrument 1,197,202,166,200,161,0,0,0,0,0,0,0,926
Hospital 1091,Region 5,District 13,Instrument 2,7361,2356,4532,4767,4225,4798,5278,5269,4618,5267,4524,4646,57641
Hospital 1091,Region 5,District 13,Instrument 3,137,136,320,451,447,292,298,221,258,101,129,159,2949
Hospital 1091,Region 5,District 13,Instrument 5,893,960,861,883,842,866,928,867,865,871,902,892,10630
Hospital 1091,Region 5,District 13,Instrument 8,0,0,0,0,0,0,37,38,37,39,46,39,236
Hospital 1091,Region 5,District 17,Instrument 1,125,136,114,123,133,111,130,108,116,123,138,43,1400
Hospital 1091,Region 5,District 17,Instrument 2,673,686,796,883,711,785,698,599,681,675,642,790,8619
Hospital 1091,Region 5,District 17,Instrument 3,6,6,6,6,6,0,0,0,0,0,0,0,30
Hospital 1091,Region 5,District 18,Instrument 1,85,56,57,72,53,55,48,59,73,66,39,61,724
Hospital 1091,Region 5,District 18,Instrument 2,1082,679,638,869,623,743,603,-406,-940,-1207,-949,-738,997
Hospital 1091,Region 5,District 18,Instrument 3,0,0,0,0,0,0,0,1231,2003,2240,1695,2054,9223
Hospital 1091,Region 5,District 18,Instrument 4,169,118,136,143,92,112,100,0,0,0,0,0,870
Hospital 1091,Region 5,District 18,Instrument 5,125,125,125,125,125,125,125,125,125,125,125,125,1500
Hospital 1091,Region 5,District 18,Instrument 6,0,0,0,0,0,0,0,11,-4,-53,48,-5,-3
Hospital 1091,Region 5,District 18,Instrument 7,145,145,147,147,146,146,145,146,146,146,146,144,1749
Hospital 1091,Region 5,District 20,Instrument 1,525,38,487,52,0,39,487,48,486,44,485,43,2734
Hospital 1091,Region 5,District 20,Instrument 2,7095,507,6578,705,-6292,518,6581,649,6563,585,6550,577,30616
Hospital 1091,Region 5,District 20,Instrument 3,2535,33,2435,405,2306,378,2278,36,2416,85,2396,41,15344
Hospital 1091,Region 5,District 20,Instrument 6,1224,32,3516,0,219,0,218,0,-123,0,49,0,5135
Hospital 1091,Region 5,District 20,Instrument 7,5768,0,5800,0,5617,2,2955,2,2845,2,2899,2,25892
Hospital 1091,Region 5,District 25,Instrument 2,18,18,17,48,12,12,31,48,49,33,31,31,348
Hospital 1091,Region 5,District 28,Instrument 1,241,222,235,198,256,250,235,224,245,234,263,0,2603
Hospital 1091,Region 5,District 28,Instrument 2,5074,3120,3458,2221,4294,3794,3525,2765,3831,3876,4605,6730,47293
Hospital 1091,Region 5,District 28,Instrument 3,1767,1211,2252,2265,1627,1484,1273,1552,1157,1248,1660,136,17632
Hospital 1091,Region 5,District 28,Instrument 5,467,467,467,467,467,467,467,467,467,467,467,0,5137
Hospital 1091,Region 5,District 28,Instrument 6,497,381,891,446,312,193,342,389,237,361,342,0,4391
Hospital 1091,Region 5,District 29,Instrument 1,57,50,-59,0,0,0,0,0,0,0,0,0,48
Hospital 1091,Region 5,District 29,Instrument 2,569,500,-589,532,549,468,479,497,491,497,491,508,4992
Hospital 1091,Region 5,District 29,Instrument 3,19,17,78,17,17,22,21,21,21,21,21,21,296
Hospital 1091,Region 5,District 29,Instrument 4,9,5,185,5,3,52,11,4,3,2,2,3,284
Hospital 1091,Region 5,District 29,Instrument 5,61,75,53,55,0,69,98,84,255,527,608,628,2513
Hospital 1091,Region 5,District 3,Instrument 2,327,301,301,231,276,369,357,332,272,373,332,339,3810
Hospital 1091,Region 5,District 31,Instrument 2,87,94,65,64,64,141,103,120,93,93,93,93,1110
Hospital 1091,Region 5,District 32,Instrument 5,266,263,263,266,259,260,260,263,262,255,284,268,3169
Hospital 1091,Region 5,District 35,Instrument 2,4,5,582,550,747,729,649,544,544,544,544,544,5986
Hospital 1091,Region 5,District 39,Instrument 1,42,46,50,52,60,53,51,51,51,48,50,48,602
Hospital 1091,Region 5,District 39,Instrument 2,691,761,826,863,993,880,844,842,844,801,822,800,9967
Hospital 1091,Region 5,District 39,Instrument 4,187,189,199,230,238,244,454,459,360,234,199,325,3318
Hospital 1091,Region 5,District 39,Instrument 7,4344,-1076,1128,1144,1128,1128,1128,1128,1128,1128,1128,857,14293
Hospital 1091,Region 5,District 4,Instrument 2,551,595,510,454,465,391,412,406,430,363,367,320,5264
Hospital 1091,Region 5,District 41,Instrument 1,113,108,116,61,100,100,107,103,115,127,138,118,1306
Hospital 1091,Region 5,District 41,Instrument 2,1957,1957,2151,1888,3154,870,548,1927,1828,1836,1976,1358,21450
Hospital 1091,Region 5,District 41,Instrument 3,1789,1789,1956,1888,2198,3113,2559,2181,1944,2671,2041,2494,26623
Hospital 1091,Region 5,District 41,Instrument 5,473,101,473,473,593,593,593,473,473,473,473,883,6074
Hospital 1091,Region 5,District 44,Instrument 2,781,772,796,745,861,790,721,637,680,815,837,820,9255
Hospital 1091,Region 5,District 44,Instrument 3,15,64,55,42,0,0,0,0,0,0,0,0,176
Hospital 1091,Region 5,District 48,Instrument 2,37,32,22,0,0,0,0,0,0,0,0,0,91
Hospital 1091,Region 5,District 48,Instrument 3,700,704,715,728,735,0,0,0,0,0,0,0,3582
Hospital 1091,Region 5,District 48,Instrument 7,0,0,0,0,0,701,698,695,710,762,784,837,5187
Hospital 1091,Region 5,District 5,Instrument 2,91,91,91,73,75,82,101,80,81,75,72,82,994
Hospital 1091,Region 5,District 50,Instrument 2,2477,2604,2232,2121,2341,2442,2146,2257,961,1057,1868,600,23106
Hospital 1091,Region 5,District 50,Instrument 3,44,53,50,49,51,53,48,64,48,53,51,51,615
Hospital 1091,Region 5,District 50,Instrument 5,533,566,687,696,577,605,567,0,490,524,518,461,6224
Hospital 1091,Region 5,District 50,Instrument 7,0,0,0,0,0,0,0,483,0,0,0,0,483
Hospital 1091,Region 5,District 9,Instrument 2,0,0,2806,1316,1316,1316,1316,1316,1316,1316,1316,1316,14650
Hospital 1092,Region 3,District 13,Instrument 1,73,67,65,71,69,0,0,0,0,0,0,0,345
Hospital 1092,Region 3,District 13,Instrument 2,919,1213,1249,1367,1137,1244,1505,700,992,1349,1331,1537,14543
Hospital 1092,Region 3,District 13,Instrument 3,19,19,19,19,19,627,114,287,370,43,57,84,1677
Hospital 1092,Region 3,District 13,Instrument 4,84,86,46,50,52,0,0,0,0,0,0,0,318
Hospital 1092,Region 3,District 13,Instrument 5,14439,15185,15306,16160,16183,15983,15719,15469,15646,15593,35069,12923,203675
Hospital 1092,Region 3,District 13,Instrument 8,14,15,14,15,15,0,37,36,37,42,35,40,300
Hospital 1092,Region 3,District 20,Instrument 1,17,0,16,0,0,0,16,0,13,0,4,0,66
Hospital 1092,Region 3,District 20,Instrument 2,221,0,215,0,233,0,215,0,174,0,52,0,1110
Hospital 1092,Region 3,District 20,Instrument 3,13,0,19,0,15,0,15,0,10,0,0,0,72
Hospital 1092,Region 3,District 20,Instrument 6,0,0,0,0,0,0,0,0,230,0,0,0,230
Hospital 1092,Region 3,District 20,Instrument 7,15,0,15,0,15,0,15,0,12,0,3,0,75
Hospital 1092,Region 3,District 29,Instrument 1,4,4,49,0,0,0,0,0,0,0,0,0,57
Hospital 1092,Region 3,District 29,Instrument 2,37,39,493,84,42,98,34,2446,22520,2375,44,2231,30443
Hospital 1092,Region 3,District 29,Instrument 3,38,34,0,2,2,2,2,246,2120,164,2,204,2816
Hospital 1092,Region 3,District 29,Instrument 4,0,0,168,1,0,56,4,60,592,89,0,56,1026
Hospital 1092,Region 3,District 29,Instrument 5,6909,6501,-1508,5316,5911,6148,5753,5647,5548,5059,5949,5183,62416
Hospital 1092,Region 3,District 3,Instrument 2,206993,250347,250347,-73964,-82795,244275,92475,124657,221420,-281120,182363,97345,1232343
Hospital 1092,Region 3,District 34,Instrument 1,2324,2258,2370,2232,2412,2606,2497,2988,2522,2365,2697,2866,30137
Hospital 1092,Region 3,District 34,Instrument 2,41744,41599,6307,30987,33582,33280,35617,35489,51602,50536,49514,40561,450818
Hospital 1092,Region 3,District 34,Instrument 3,19173,19738,24359,20356,20076,19950,21623,19246,23053,21780,21677,16162,247193
Hospital 1092,Region 3,District 34,Instrument 4,12234,12133,16347,12584,12986,11517,12887,12937,0,0,0,0,103625
Hospital 1092,Region 3,District 34,Instrument 5,5928,5929,6134,5906,5903,5872,5856,5862,5898,5905,5896,5891,70980
Hospital 1092,Region 3,District 34,Instrument 7,180814,196003,182909,210194,191293,192854,199669,198578,180344,185624,178843,165002,2262127
Hospital 1092,Region 3,District 34,Instrument 8,695,874,1416,1191,1191,1892,1588,2619,0,0,0,0,11466
Hospital 1092,Region 3,District 38,Instrument 2,2018,1863,1863,0,3789,2036,2123,1876,1564,2236,1901,1956,23225
Hospital 1092,Region 3,District 48,Instrument 2,24,27,27,30,37,0,0,0,0,0,0,0,145
Hospital 1092,Region 3,District 48,Instrument 3,9,6,5,6,7,0,0,0,0,0,0,0,33
Hospital 1092,Region 3,District 5,Instrument 2,1598,1679,1678,1441,1689,1602,1547,1368,1294,1241,1141,1365,17643
Hospital 1092,Region 3,District 50,Instrument 2,1788,3720,3427,2698,3273,4004,4079,4132,4277,6828,8103,4035,50364
Hospital 1092,Region 3,District 50,Instrument 3,1359,113,62,94,49,154,89,209,68,78,117,91,2483
Hospital 1092,Region 3,District 7,Instrument 2,1560,1686,1686,1602,90,64,46,62,85,52,63,62,7058
Hospital 1092,Region 3,District 8,Instrument 2,0,0,0,0,0,960,960,960,960,960,950,950,6700
Hospital 1092,Region 3,District 8,Instrument 7,960,960,960,960,960,0,0,0,0,0,0,0,4800
Hospital 1093,Region 3,District 12,Instrument 2,17,87,90,83,86,78,18,34,28,33,30,37,621
Hospital 1093,Region 3,District 13,Instrument 1,8,7,13,11,10,0,0,0,0,0,0,0,49
Hospital 1093,Region 3,District 13,Instrument 2,636,669,1032,735,658,3024,2663,3207,2585,3001,2965,3142,24317
Hospital 1093,Region 3,District 13,Instrument 3,45,29,2,2,2,328,947,509,791,628,1621,707,5611
Hospital 1093,Region 3,District 13,Instrument 4,4008,3689,3512,3356,3066,0,0,0,0,0,0,0,17631
Hospital 1093,Region 3,District 13,Instrument 5,534,494,502,532,482,526,630,599,505,543,6811,579,12737
Hospital 1093,Region 3,District 13,Instrument 8,0,0,0,0,0,0,9,9,9,9,8,9,53
Hospital 1093,Region 3,District 20,Instrument 1,0,192,0,186,0,202,0,226,0,206,0,223,1235
Hospital 1093,Region 3,District 20,Instrument 2,0,2591,0,2804,0,2721,0,3054,0,2780,0,3006,16956
Hospital 1093,Region 3,District 20,Instrument 3,0,245,0,245,0,316,0,302,0,277,0,309,1694
Hospital 1093,Region 3,District 20,Instrument 6,0,35,0,11,0,34,0,64,0,296,0,207,647
Hospital 1093,Region 3,District 20,Instrument 7,0,2010,0,1856,0,1834,0,1831,0,1753,0,1769,11053
Hospital 1093,Region 3,District 28,Instrument 1,2,3,3,4,4,4,4,2,3,4,3,0,36
Hospital 1093,Region 3,District 28,Instrument 2,313,230,112,100,271,331,308,167,79,99,99,105,2214
Hospital 1093,Region 3,District 28,Instrument 6,0,-70,0,0,0,0,-35,-21,0,11,0,0,-115
Hospital 1093,Region 3,District 29,Instrument 1,15,13,34,0,0,0,0,0,0,0,0,0,62
Hospital 1093,Region 3,District 29,Instrument 2,143,130,341,123,129,146,249,133,148,181,129,151,2003
Hospital 1093,Region 3,District 29,Instrument 4,10,9,9,9,11,9,16,9,9,10,9,11,121
Hospital 1093,Region 3,District 29,Instrument 5,0,0,0,0,0,0,4071,510,509,508,510,509,6617
Hospital 1093,Region 3,District 3,Instrument 2,2557,2447,2447,2879,3027,2511,3333,2247,2123,2277,2476,2494,30818
Hospital 1093,Region 3,District 32,Instrument 1,0,0,0,0,19,16,13,13,1,0,0,0,62
Hospital 1093,Region 3,District 32,Instrument 2,429,396,341,267,433,704,1112,333,156,22,43,3,4239
Hospital 1093,Region 3,District 32,Instrument 3,83,65,93,84,83,83,83,85,83,82,84,-24,884
Hospital 1093,Region 3,District 32,Instrument 4,107,92,121,115,0,0,0,0,0,0,0,0,435
Hospital 1093,Region 3,District 32,Instrument 5,113,114,113,113,112,113,112,116,111,107,125,115,1364
Hospital 1093,Region 3,District 41,Instrument 1,38,33,40,18,31,31,35,33,38,39,44,44,424
Hospital 1093,Region 3,District 41,Instrument 2,1042,1042,1292,984,1001,1237,1214,1126,881,1290,1119,1162,13390
Hospital 1093,Region 3,District 41,Instrument 3,868,868,1183,1184,971,946,947,967,1176,1052,999,1105,12266
Hospital 1093,Region 3,District 41,Instrument 5,306,382,306,306,306,306,295,284,296,284,284,287,3642
Hospital 1093,Region 3,District 41,Instrument 8,0,0,0,0,0,0,0,0,0,0,1,0,1
Hospital 1093,Region 3,District 44,Instrument 2,9065,9198,7518,6974,13159,14266,13491,11068,12127,11984,15171,13191,137212
Hospital 1093,Region 3,District 44,Instrument 3,5203,4955,5281,4889,0,0,0,0,0,0,0,0,20328
Hospital 1093,Region 3,District 44,Instrument 7,2206,2298,2399,2087,2374,2642,2143,2072,2167,2188,2423,2132,27131
Hospital 1093,Region 3,District 5,Instrument 2,118,0,0,0,0,0,0,0,0,0,0,0,118
Hospital 1093,Region 3,District 6,Instrument 2,0,0,0,0,-1341,622,675,558,543,556,542,552,2707
Hospital 1094,Region 5,District 16,Instrument 2,63,54,95,58,81,81,31,15,15,15,40,40,588
Hospital 1094,Region 5,District 20,Instrument 1,380,17,-221,62,0,-208,333,3,317,11,524,9,1227
Hospital 1094,Region 5,District 20,Instrument 2,5126,223,-2977,831,4533,-2811,4501,34,4283,143,7084,125,21095
Hospital 1094,Region 5,District 20,Instrument 3,4012,0,4182,0,4880,-551,8019,0,4834,0,5131,0,30507
Hospital 1094,Region 5,District 20,Instrument 6,-943,0,-975,0,-862,0,12,0,12,0,172,0,-2584
Hospital 1094,Region 5,District 20,Instrument 7,3330,0,3324,0,3188,0,3277,0,4025,0,5630,0,22774
Hospital 1094,Region 5,District 29,Instrument 2,0,0,0,0,157,152,151,0,0,0,0,0,460
Hospital 1094,Region 5,District 29,Instrument 4,0,0,0,0,5,1,1,0,0,0,0,0,7
Hospital 1094,Region 5,District 29,Instrument 5,0,0,0,0,0,0,2136,0,0,0,289,256,2681
Hospital 1094,Region 5,District 32,Instrument 1,0,0,0,0,0,0,0,0,0,1,1,1,3
Hospital 1094,Region 5,District 32,Instrument 2,0,0,0,0,0,0,0,0,0,9,15,19,43
Hospital 1094,Region 5,District 32,Instrument 3,0,0,0,0,0,0,0,0,0,8,2,8,18
Hospital 1094,Region 5,District 37,Instrument 2,11,11,11,11,35,74,32,9,33,49,35,39,350
Hospital 1094,Region 5,District 41,Instrument 1,4,4,4,2,3,3,0,0,0,0,0,0,20
Hospital 1094,Region 5,District 41,Instrument 2,102,102,110,90,83,99,69,-5,0,0,0,0,650
Hospital 1094,Region 5,District 41,Instrument 3,13,13,12,8,7,14,3,0,0,0,0,0,70
Hospital 1094,Region 5,No District Available,Instrument 11,498,-554,117,117,117,117,117,0,117,117,117,119,999
Hospital 1094,Region 5,No District Available,Instrument 15,7333,8623,9253,2326,6654,10483,8650,0,11132,36911,17979,15781,135125
Hospital 1094,Region 5,No District Available,Instrument 7,0,0,0,0,0,0,0,8766,0,0,0,0,8766
Hospital 1095,Region 5,District 10,Instrument 1,516,510,468,498,433,586,419,584,466,417,1328,698,6923
Hospital 1095,Region 5,District 10,Instrument 2,13600,14401,14184,11500,12212,13088,15526,18197,12559,19045,12354,13942,170608
Hospital 1095,Region 5,District 10,Instrument 3,2350,3130,1730,2862,669,1414,1721,711,2948,604,2169,4253,24561
Hospital 1095,Region 5,District 10,Instrument 6,351,341,302,279,6395,227,301,320,348,551,271,410,10096
Hospital 1095,Region 5,District 10,Instrument 7,28,28,28,28,0,28,14,10,10,13,-1,6,192
Hospital 1095,Region 5,District 12,Instrument 2,38817,146017,11494,58818,34731,-33999,54229,40462,49157,35938,38806,33311,507781
Hospital 1095,Region 5,District 12,Instrument 3,5656,3355,2554,2598,2626,2598,3846,2680,2638,2627,884,0,32062
Hospital 1095,Region 5,District 13,Instrument 1,134,169,46,50,14,0,0,0,0,0,0,0,413
Hospital 1095,Region 5,District 13,Instrument 2,4478,4497,1943,1239,625,65763,70808,71468,78703,91938,334163,285968,1011593
Hospital 1095,Region 5,District 13,Instrument 3,48,50,50,50,51,6014,1030,922,834,849,756,1050,11704
Hospital 1095,Region 5,District 13,Instrument 4,65741,65275,66107,71007,71309,0,0,0,0,0,0,0,339439
Hospital 1095,Region 5,District 13,Instrument 5,3458,2539,2355,2332,2328,2360,2599,2557,2573,2548,2574,2577,30800
Hospital 1095,Region 5,District 13,Instrument 8,0,0,0,0,0,0,207,208,267,379,262,852,2175
Hospital 1095,Region 5,District 15,Instrument 1,181,150,159,126,169,194,195,158,160,151,153,141,1937
Hospital 1095,Region 5,District 15,Instrument 2,4814,3506,3792,2260,9615,10411,10446,7750,6374,9693,9095,6519,84275
Hospital 1095,Region 5,District 15,Instrument 3,1150,1049,1017,996,0,0,0,0,0,0,0,0,4212
Hospital 1095,Region 5,District 15,Instrument 7,3004,2954,2955,2924,0,0,0,0,0,0,0,0,11837
Hospital 1095,Region 5,District 16,Instrument 2,35406,50693,34501,52376,33487,33487,6834,20038,19259,16298,21567,21567,345513
Hospital 1095,Region 5,District 17,Instrument 1,500,524,485,441,558,494,485,519,438,479,521,237,5681
Hospital 1095,Region 5,District 17,Instrument 2,4436,4478,4462,4334,4003,4538,5836,5499,5389,5166,4870,5709,58720
Hospital 1095,Region 5,District 17,Instrument 3,240,265,235,233,589,0,0,0,0,0,0,0,1562
Hospital 1095,Region 5,District 17,Instrument 4,15,13,12,8,10,0,0,0,0,0,0,0,58
Hospital 1095,Region 5,District 18,Instrument 1,5397,4966,5019,4996,5080,4996,4829,5026,4738,4523,3749,3753,57072
Hospital 1095,Region 5,District 18,Instrument 11,0,0,0,20577,20243,20536,20814,20771,21248,1045,20950,0,146184
Hospital 1095,Region 5,District 18,Instrument 15,0,0,0,1455,1386,1390,1384,1367,1346,21130,1307,0,30765
Hospital 1095,Region 5,District 18,Instrument 2,61335,58923,59530,59910,60038,66046,61637,64186,63410,64878,63745,62393,746031
Hospital 1095,Region 5,District 18,Instrument 3,184,160,173,165,155,158,137,-3150,-5172,-5512,-5724,-320,-18746
Hospital 1095,Region 5,District 18,Instrument 4,969,802,940,797,626,692,547,0,0,0,0,0,5373
Hospital 1095,Region 5,District 18,Instrument 6,0,0,0,0,0,0,0,755,-213,-2956,3586,-239,933
Hospital 1095,Region 5,District 18,Instrument 7,23026,22307,40706,0,0,0,0,0,0,0,0,22258,108297
Hospital 1095,Region 5,District 18,Instrument 8,0,4,4,-4,4,4,0,0,4,4,4,4,28
Hospital 1095,Region 5,District 19,Instrument 1,93,34,6,2,2,931,1123,960,981,1092,1237,1109,7570
Hospital 1095,Region 5,District 19,Instrument 2,21522,21497,-38705,11709,20212,-13429,23113,23134,23948,23064,22770,22849,161684
Hospital 1095,Region 5,District 19,Instrument 7,11249,19975,16651,14701,18806,0,0,0,0,0,0,0,81382
Hospital 1095,Region 5,District 2,Instrument 1,5943,5902,5289,5101,5347,5967,6236,6074,5887,6297,6642,6048,70733
Hospital 1095,Region 5,District 2,Instrument 2,59428,59021,52889,50658,53135,59672,62361,60739,58872,62972,66419,60479,706645
Hospital 1095,Region 5,District 2,Instrument 3,1,0,1,4,3,0,1,2,-1,0,0,6,17
Hospital 1095,Region 5,District 2,Instrument 8,409,366,379,351,329,329,329,329,343,336,326,326,4152
Hospital 1095,Region 5,District 20,Instrument 1,0,191,0,181,0,166,2,158,5,9236,146,146,10231
Hospital 1095,Region 5,District 20,Instrument 2,0,2580,0,2447,0,2241,27,2131,59,124810,1972,1972,138239
Hospital 1095,Region 5,District 20,Instrument 3,0,73792,0,76308,0,72217,0,80146,0,4705,618,122834,430620
Hospital 1095,Region 5,District 20,Instrument 6,0,0,0,401,0,429,0,823,0,39,0,0,1692
Hospital 1095,Region 5,District 20,Instrument 7,0,0,0,0,0,0,0,0,0,0,0,-19,-19
Hospital 1095,Region 5,District 21,Instrument 2,2081,3166,3837,2847,4103,3832,2981,760,1819,794,1545,2196,29961
Hospital 1095,Region 5,District 21,Instrument 3,0,0,0,0,0,0,874,1012,753,975,743,1088,5445
Hospital 1095,Region 5,District 21,Instrument 6,0,0,0,0,0,0,168,1437,146,702,141,139,2733
Hospital 1095,Region 5,District 21,Instrument 7,0,0,0,0,0,0,70,70,70,70,70,70,420
Hospital 1095,Region 5,District 23,Instrument 2,3561,2765,2353,1901,2007,2650,2364,1815,1784,2725,1741,2790,28456
Hospital 1095,Region 5,District 25,Instrument 2,8913,8632,9168,8422,8521,8421,8593,8986,8360,8626,8615,8615,103872
Hospital 1095,Region 5,District 25,Instrument 3,32,42,40,36,36,30,30,30,30,30,0,0,336
Hospital 1095,Region 5,District 28,Instrument 1,2003,1439,1439,1272,1552,1770,1427,1181,1452,1447,1468,0,16450
Hospital 1095,Region 5,District 28,Instrument 2,31837,31073,31798,31551,31781,34749,93878,87120,86011,86706,85545,87375,719424
Hospital 1095,Region 5,District 28,Instrument 3,1386,1376,1294,1284,1317,1392,6772,5724,5700,5424,5513,5531,42713
Hospital 1095,Region 5,District 28,Instrument 6,-4352,8331,1249,1366,1375,1888,1346,3234,1205,1105,909,0,17656
Hospital 1095,Region 5,District 29,Instrument 1,-730,514,100,0,0,0,0,0,0,0,0,0,-116
Hospital 1095,Region 5,District 29,Instrument 2,-7295,5139,999,-6739,4468,5191,4117,-9909,9725,4383,4691,4227,18997
Hospital 1095,Region 5,District 29,Instrument 3,132,132,349,132,113,125,121,121,130,128,125,125,1733
Hospital 1095,Region 5,District 29,Instrument 4,4575,4436,318,5394,5893,4252,5704,4325,3784,2238,2790,6269,49978
Hospital 1095,Region 5,District 29,Instrument 5,1705,1739,1726,1663,1671,1653,1889,1643,1615,1856,2029,1796,20985
Hospital 1095,Region 5,District 3,Instrument 2,4749,12376,12376,12484,7673,17304,12198,12390,12173,12154,12067,13048,140992
Hospital 1095,Region 5,District 30,Instrument 2,15953,16089,12697,12696,14676,14676,14676,14676,14676,14676,14676,12277,172444
Hospital 1095,Region 5,District 31,Instrument 2,1174,1932,1808,3056,3056,3581,2776,2579,2809,2809,2809,2809,31198
Hospital 1095,Region 5,District 32,Instrument 1,0,0,0,0,255,179,180,146,181,189,202,194,1526
Hospital 1095,Region 5,District 32,Instrument 2,3591,3475,3412,3494,4520,4544,4496,4940,4593,4957,5856,5417,53295
Hospital 1095,Region 5,District 32,Instrument 3,1038,1038,1013,1059,1066,1066,1065,1115,1038,1401,1659,1254,13812
Hospital 1095,Region 5,District 32,Instrument 5,0,0,0,0,0,0,0,0,32,137,242,165,576
Hospital 1095,Region 5,District 34,Instrument 1,476,444,475,477,518,551,554,528,579,677,781,762,6822
Hospital 1095,Region 5,District 34,Instrument 2,8927,8959,8941,9347,9402,9143,9299,9289,17991,18194,18422,18766,146680
Hospital 1095,Region 5,District 34,Instrument 3,1052,2682,2808,2832,2835,2837,4588,4475,2905,2897,2926,2871,35708
Hospital 1095,Region 5,District 34,Instrument 4,5089,3439,3603,3602,3633,3623,6959,7049,0,0,0,0,36997
Hospital 1095,Region 5,District 35,Instrument 2,3871,7013,19328,12070,22660,22114,21042,17371,17371,17371,17371,17371,194953
Hospital 1095,Region 5,District 37,Instrument 2,58728,66963,56783,50393,55400,54411,54720,56206,59009,60629,60096,60464,693802
Hospital 1095,Region 5,District 37,Instrument 3,292,337,306,393,305,302,333,357,367,331,827,349,4499
Hospital 1095,Region 5,District 39,Instrument 1,751,894,919,894,908,1058,1009,941,944,993,1036,1099,11446
Hospital 1095,Region 5,District 39,Instrument 2,11996,13748,14611,13934,14384,16084,15711,14418,14838,15215,16514,14542,175995
Hospital 1095,Region 5,District 39,Instrument 4,3224,4029,4235,3958,3148,4946,6211,7892,7196,7843,9257,11712,73651
Hospital 1095,Region 5,District 4,Instrument 2,19571,19680,21650,21716,21410,21523,21695,21671,21790,21712,21652,21786,255856
Hospital 1095,Region 5,District 40,Instrument 2,157,157,230,9911,39975,69357,95216,35808,35808,35808,35808,35808,394043
Hospital 1095,Region 5,District 41,Instrument 1,1092,930,1098,717,932,932,1056,1093,1098,1194,1237,1222,12601
Hospital 1095,Region 5,District 41,Instrument 2,20914,24191,24356,9004,7230,13654,-33270,25400,25274,25201,12892,-20210,134636
Hospital 1095,Region 5,District 41,Instrument 3,27336,27327,30762,31085,25231,33071,24872,24858,29629,23980,24018,29561,331730
Hospital 1095,Region 5,District 41,Instrument 5,63,378,553,349,437,437,437,496,361,600,600,484,5195
Hospital 1095,Region 5,District 43,Instrument 2,46087,0,25702,75998,29557,29557,29557,29557,29557,25391,4232,4232,329427
Hospital 1095,Region 5,District 44,Instrument 2,29341,29191,28827,28997,32775,29635,29732,31025,31189,29964,36143,3393,340212
Hospital 1095,Region 5,District 44,Instrument 3,4814,3461,3667,2320,0,0,0,0,0,0,0,0,14262
Hospital 1095,Region 5,District 44,Instrument 7,382,343,341,341,341,341,341,341,341,341,2364,2187,8004
Hospital 1095,Region 5,District 48,Instrument 1,13,7,7,6,13,9,14,11,10,16,7,4,117
Hospital 1095,Region 5,District 48,Instrument 2,265,497,312,275,236,262,228,230,379,256,332,256,3528
Hospital 1095,Region 5,District 48,Instrument 3,51,85,129,45,49,0,0,0,0,0,0,0,359
Hospital 1095,Region 5,District 49,Instrument 2,1729,2039,2097,1592,1402,1373,1329,1290,1038,1266,1380,1462,17997
Hospital 1095,Region 5,District 5,Instrument 2,701,567,567,575,531,624,459,391,368,503,534,480,6300
Hospital 1095,Region 5,District 50,Instrument 1,3652,3555,3675,3416,3416,3416,3416,3416,3216,3052,3214,2898,40342
Hospital 1095,Region 5,District 50,Instrument 11,18361,18353,106402,43231,43898,49892,56779,34212,61499,53701,54920,55546,596794
Hospital 1095,Region 5,District 50,Instrument 15,26451,5482,-93628,6446,6547,6686,6766,6918,6935,7156,6992,15759,8510
Hospital 1095,Region 5,District 50,Instrument 2,90984,97171,85756,83701,88844,107435,175935,176854,179550,181317,177498,178052,1623097
Hospital 1095,Region 5,District 50,Instrument 3,9161,10618,8895,8531,9080,9033,25107,25182,24634,24555,24335,24191,203322
Hospital 1095,Region 5,District 50,Instrument 5,570,588,354,458,390,268,1869,506,545,558,596,562,7264
Hospital 1095,Region 5,District 50,Instrument 7,8542,8863,9406,9335,9319,4631,5206,5741,5462,5682,5728,5704,83619
Hospital 1095,Region 5,District 6,Instrument 2,0,0,0,0,54225,51571,43429,45650,47427,44908,49060,50499,386769
Hospital 1095,Region 5,District 7,Instrument 2,2380,2370,2370,2330,3256,3047,2883,3188,2968,3243,3267,3099,34401
Hospital 1095,Region 5,District 8,Instrument 1,652,740,729,732,729,0,0,0,0,0,0,0,3582
